,Country Code,Country Name,Year,Unit,Financing Code,Category,Spending
35,BG,Bulgaria,2018,EUR_HAB,HF121,Social health insurance schemes,298.88
36,BG,Bulgaria,2019,EUR_HAB,HF121,Social health insurance schemes,330.81
37,BG,Bulgaria,2020,EUR_HAB,HF121,Social health insurance schemes,363.81
38,BG,Bulgaria,2021,EUR_HAB,HF121,Social health insurance schemes,462.52
39,BG,Bulgaria,2022,EUR_HAB,HF121,Social health insurance schemes,484.56
40,CH,Switzerland,2012,EUR_HAB,HF121,Social health insurance schemes,232.58
41,CH,Switzerland,2013,EUR_HAB,HF121,Social health insurance schemes,231.21
42,CH,Switzerland,2014,EUR_HAB,HF121,Social health insurance schemes,235.51
43,CH,Switzerland,2015,EUR_HAB,HF121,Social health insurance schemes,275.13
44,CH,Switzerland,2016,EUR_HAB,HF121,Social health insurance schemes,273.09
45,CH,Switzerland,2017,EUR_HAB,HF121,Social health insurance schemes,271.97
46,CH,Switzerland,2018,EUR_HAB,HF121,Social health insurance schemes,263.4
47,CH,Switzerland,2019,EUR_HAB,HF121,Social health insurance schemes,289.97
48,CH,Switzerland,2020,EUR_HAB,HF121,Social health insurance schemes,306.54
49,CH,Switzerland,2021,EUR_HAB,HF121,Social health insurance schemes,304.42
50,CH,Switzerland,2022,EUR_HAB,HF121,Social health insurance schemes,319.69
51,CY,Cyprus,2012,EUR_HAB,HF121,Social health insurance schemes,10.39
52,CY,Cyprus,2013,EUR_HAB,HF121,Social health insurance schemes,9.48
53,CY,Cyprus,2014,EUR_HAB,HF121,Social health insurance schemes,8.86
54,CY,Cyprus,2015,EUR_HAB,HF121,Social health insurance schemes,4.6
55,CY,Cyprus,2016,EUR_HAB,HF121,Social health insurance schemes,4.78
56,CY,Cyprus,2017,EUR_HAB,HF121,Social health insurance schemes,4.13
57,CY,Cyprus,2018,EUR_HAB,HF121,Social health insurance schemes,3.73
58,CY,Cyprus,2019,EUR_HAB,HF121,Social health insurance schemes,250.74
59,CY,Cyprus,2020,EUR_HAB,HF121,Social health insurance schemes,837.56
60,CY,Cyprus,2021,EUR_HAB,HF121,Social health insurance schemes,1431.21
61,CY,Cyprus,2022,EUR_HAB,HF121,Social health insurance schemes,1445.32
62,CZ,Czechia,2012,EUR_HAB,HF121,Social health insurance schemes,872.65
63,CZ,Czechia,2013,EUR_HAB,HF121,Social health insurance schemes,836.2
64,CZ,Czechia,2014,EUR_HAB,HF121,Social health insurance schemes,833.08
65,CZ,Czechia,2015,EUR_HAB,HF121,Social health insurance schemes,866.45
66,CZ,Czechia,2016,EUR_HAB,HF121,Social health insurance schemes,913.39
67,CZ,Czechia,2017,EUR_HAB,HF121,Social health insurance schemes,977.9
68,CZ,Czechia,2018,EUR_HAB,HF121,Social health insurance schemes,1070.36
69,CZ,Czechia,2019,EUR_HAB,HF121,Social health insurance schemes,1158.64
70,CZ,Czechia,2020,EUR_HAB,HF121,Social health insurance schemes,1305.24
71,CZ,Czechia,2021,EUR_HAB,HF121,Social health insurance schemes,1527.25
72,CZ,Czechia,2022,EUR_HAB,HF121,Social health insurance schemes,1627.33
73,CZ,Czechia,2023,EUR_HAB,HF121,Social health insurance schemes,1745.43
74,DE,Germany,2012,EUR_HAB,HF121,Social health insurance schemes,2528.78
75,DE,Germany,2013,EUR_HAB,HF121,Social health insurance schemes,2653.41
76,DE,Germany,2014,EUR_HAB,HF121,Social health insurance schemes,2782.17
77,DE,Germany,2015,EUR_HAB,HF121,Social health insurance schemes,2891.61
78,DE,Germany,2016,EUR_HAB,HF121,Social health insurance schemes,2991.91
79,DE,Germany,2017,EUR_HAB,HF121,Social health insurance schemes,3162.65
80,DE,Germany,2018,EUR_HAB,HF121,Social health insurance schemes,3280.39
81,DE,Germany,2019,EUR_HAB,HF121,Social health insurance schemes,3441.66
82,DE,Germany,2020,EUR_HAB,HF121,Social health insurance schemes,3594.5
83,DE,Germany,2021,EUR_HAB,HF121,Social health insurance schemes,3816.3
84,DE,Germany,2022,EUR_HAB,HF121,Social health insurance schemes,4017.84
85,DK,Denmark,2012,EUR_HAB,HF121,Social health insurance schemes,0.0
86,DK,Denmark,2013,EUR_HAB,HF121,Social health insurance schemes,0.0
87,DK,Denmark,2014,EUR_HAB,HF121,Social health insurance schemes,0.0
88,DK,Denmark,2015,EUR_HAB,HF121,Social health insurance schemes,0.0
89,DK,Denmark,2016,EUR_HAB,HF121,Social health insurance schemes,0.0
90,DK,Denmark,2017,EUR_HAB,HF121,Social health insurance schemes,0.0
91,DK,Denmark,2018,EUR_HAB,HF121,Social health insurance schemes,0.0
92,DK,Denmark,2019,EUR_HAB,HF121,Social health insurance schemes,0.0
93,DK,Denmark,2020,EUR_HAB,HF121,Social health insurance schemes,0.0
94,DK,Denmark,2021,EUR_HAB,HF121,Social health insurance schemes,0.0
95,DK,Denmark,2022,EUR_HAB,HF121,Social health insurance schemes,0.0
96,DK,Denmark,2023,EUR_HAB,HF121,Social health insurance schemes,0.0
97,EE,Estonia,2012,EUR_HAB,HF121,Social health insurance schemes,520.1
98,EE,Estonia,2013,EUR_HAB,HF121,Social health insurance schemes,558.36
99,EE,Estonia,2014,EUR_HAB,HF121,Social health insurance schemes,610.56
100,EE,Estonia,2015,EUR_HAB,HF121,Social health insurance schemes,649.93
101,EE,Estonia,2016,EUR_HAB,HF121,Social health insurance schemes,696.48
102,EE,Estonia,2017,EUR_HAB,HF121,Social health insurance schemes,741.97
103,EE,Estonia,2018,EUR_HAB,HF121,Social health insurance schemes,847.28
104,EE,Estonia,2019,EUR_HAB,HF121,Social health insurance schemes,946.5
105,EE,Estonia,2020,EUR_HAB,HF121,Social health insurance schemes,1065.02
106,EE,Estonia,2021,EUR_HAB,HF121,Social health insurance schemes,1120.42
107,EE,Estonia,2022,EUR_HAB,HF121,Social health insurance schemes,1216.73
108,EE,Estonia,2023,EUR_HAB,HF121,Social health insurance schemes,1413.27
109,EL,Greece,2012,EUR_HAB,HF121,Social health insurance schemes,546.05
110,EL,Greece,2013,EUR_HAB,HF121,Social health insurance schemes,436.33
111,EL,Greece,2014,EUR_HAB,HF121,Social health insurance schemes,352.52
112,EL,Greece,2015,EUR_HAB,HF121,Social health insurance schemes,405.01
113,EL,Greece,2016,EUR_HAB,HF121,Social health insurance schemes,420.47
114,EL,Greece,2017,EUR_HAB,HF121,Social health insurance schemes,439.81
115,EL,Greece,2018,EUR_HAB,HF121,Social health insurance schemes,439.58
116,EL,Greece,2019,EUR_HAB,HF121,Social health insurance schemes,479.19
117,EL,Greece,2020,EUR_HAB,HF121,Social health insurance schemes,494.3
118,EL,Greece,2021,EUR_HAB,HF121,Social health insurance schemes,501.35
119,EL,Greece,2022,EUR_HAB,HF121,Social health insurance schemes,533.8
120,ES,Spain,2012,EUR_HAB,HF121,Social health insurance schemes,85.5
121,ES,Spain,2013,EUR_HAB,HF121,Social health insurance schemes,86.96
122,ES,Spain,2014,EUR_HAB,HF121,Social health insurance schemes,88.47
123,ES,Spain,2015,EUR_HAB,HF121,Social health insurance schemes,90.75
124,ES,Spain,2016,EUR_HAB,HF121,Social health insurance schemes,92.26
125,ES,Spain,2017,EUR_HAB,HF121,Social health insurance schemes,91.53
126,ES,Spain,2018,EUR_HAB,HF121,Social health insurance schemes,96.48
127,ES,Spain,2019,EUR_HAB,HF121,Social health insurance schemes,97.18
128,ES,Spain,2020,EUR_HAB,HF121,Social health insurance schemes,94.97
129,ES,Spain,2021,EUR_HAB,HF121,Social health insurance schemes,97.11
130,ES,Spain,2022,EUR_HAB,HF121,Social health insurance schemes,101.55
131,FI,Finland,2012,EUR_HAB,HF121,Social health insurance schemes,481.28
132,FI,Finland,2013,EUR_HAB,HF121,Social health insurance schemes,476.42
133,FI,Finland,2014,EUR_HAB,HF121,Social health insurance schemes,484.4
134,FI,Finland,2015,EUR_HAB,HF121,Social health insurance schemes,496.18
135,FI,Finland,2016,EUR_HAB,HF121,Social health insurance schemes,482.81
136,FI,Finland,2017,EUR_HAB,HF121,Social health insurance schemes,474.72
137,FI,Finland,2018,EUR_HAB,HF121,Social health insurance schemes,519.08
138,FI,Finland,2019,EUR_HAB,HF121,Social health insurance schemes,538.73
139,FI,Finland,2020,EUR_HAB,HF121,Social health insurance schemes,548.85
140,FI,Finland,2021,EUR_HAB,HF121,Social health insurance schemes,592.79
141,FI,Finland,2022,EUR_HAB,HF121,Social health insurance schemes,611.49
142,FR,France,2012,EUR_HAB,HF121,Social health insurance schemes,2562.52
143,FR,France,2013,EUR_HAB,HF121,Social health insurance schemes,2594.06
144,FR,France,2014,EUR_HAB,HF121,Social health insurance schemes,2648.9
145,FR,France,2015,EUR_HAB,HF121,Social health insurance schemes,2681.18
146,FR,France,2016,EUR_HAB,HF121,Social health insurance schemes,2737.15
147,FR,France,2017,EUR_HAB,HF121,Social health insurance schemes,2781.84
148,FR,France,2018,EUR_HAB,HF121,Social health insurance schemes,2803.7
149,FR,France,2019,EUR_HAB,HF121,Social health insurance schemes,2854.86
150,FR,France,2020,EUR_HAB,HF121,Social health insurance schemes,3013.83
151,FR,France,2021,EUR_HAB,HF121,Social health insurance schemes,3371.4
152,FR,France,2022,EUR_HAB,HF121,Social health insurance schemes,3407.08
153,HR,Croatia,2013,EUR_HAB,HF121,Social health insurance schemes,554.18
154,HR,Croatia,2014,EUR_HAB,HF121,Social health insurance schemes,553.71
155,HR,Croatia,2015,EUR_HAB,HF121,Social health insurance schemes,574.38
156,HR,Croatia,2016,EUR_HAB,HF121,Social health insurance schemes,596.65
157,HR,Croatia,2017,EUR_HAB,HF121,Social health insurance schemes,622.36
158,HR,Croatia,2018,EUR_HAB,HF121,Social health insurance schemes,669.92
159,HR,Croatia,2019,EUR_HAB,HF121,Social health insurance schemes,734.54
160,HR,Croatia,2020,EUR_HAB,HF121,Social health insurance schemes,772.22
161,HR,Croatia,2021,EUR_HAB,HF121,Social health insurance schemes,925.95
162,HR,Croatia,2022,EUR_HAB,HF121,Social health insurance schemes,952.35
163,HU,Hungary,2012,EUR_HAB,HF121,Social health insurance schemes,425.85
164,HU,Hungary,2013,EUR_HAB,HF121,Social health insurance schemes,432.75
165,HU,Hungary,2014,EUR_HAB,HF121,Social health insurance schemes,437.25
166,HU,Hungary,2015,EUR_HAB,HF121,Social health insurance schemes,447.65
167,HU,Hungary,2016,EUR_HAB,HF121,Social health insurance schemes,495.91
168,HU,Hungary,2017,EUR_HAB,HF121,Social health insurance schemes,534.83
169,HU,Hungary,2018,EUR_HAB,HF121,Social health insurance schemes,562.38
170,HU,Hungary,2019,EUR_HAB,HF121,Social health insurance schemes,569.85
171,HU,Hungary,2020,EUR_HAB,HF121,Social health insurance schemes,614.95
172,HU,Hungary,2021,EUR_HAB,HF121,Social health insurance schemes,683.72
173,HU,Hungary,2022,EUR_HAB,HF121,Social health insurance schemes,721.34
174,HU,Hungary,2023,EUR_HAB,HF121,Social health insurance schemes,809.8
175,IE,Ireland,2012,EUR_HAB,HF121,Social health insurance schemes,9.77
176,IE,Ireland,2013,EUR_HAB,HF121,Social health insurance schemes,12.16
177,IE,Ireland,2014,EUR_HAB,HF121,Social health insurance schemes,11.3
178,IE,Ireland,2015,EUR_HAB,HF121,Social health insurance schemes,12.79
179,IE,Ireland,2016,EUR_HAB,HF121,Social health insurance schemes,13.41
180,IE,Ireland,2017,EUR_HAB,HF121,Social health insurance schemes,16.06
181,IE,Ireland,2018,EUR_HAB,HF121,Social health insurance schemes,27.87
182,IE,Ireland,2019,EUR_HAB,HF121,Social health insurance schemes,29.05
183,IE,Ireland,2020,EUR_HAB,HF121,Social health insurance schemes,27.95
184,IE,Ireland,2021,EUR_HAB,HF121,Social health insurance schemes,31.78
185,IE,Ireland,2022,EUR_HAB,HF121,Social health insurance schemes,34.07
186,IS,Iceland,2012,EUR_HAB,HF121,Social health insurance schemes,0.0
187,IS,Iceland,2013,EUR_HAB,HF121,Social health insurance schemes,0.0
188,IS,Iceland,2014,EUR_HAB,HF121,Social health insurance schemes,0.0
189,IS,Iceland,2015,EUR_HAB,HF121,Social health insurance schemes,0.0
190,IS,Iceland,2016,EUR_HAB,HF121,Social health insurance schemes,0.0
191,IS,Iceland,2017,EUR_HAB,HF121,Social health insurance schemes,0.0
192,IS,Iceland,2018,EUR_HAB,HF121,Social health insurance schemes,0.0
193,IS,Iceland,2019,EUR_HAB,HF121,Social health insurance schemes,0.0
194,IS,Iceland,2020,EUR_HAB,HF121,Social health insurance schemes,0.0
195,IS,Iceland,2021,EUR_HAB,HF121,Social health insurance schemes,0.0
196,IS,Iceland,2022,EUR_HAB,HF121,Social health insurance schemes,0.0
197,IS,Iceland,2023,EUR_HAB,HF121,Social health insurance schemes,0.0
198,IT,Italy,2012,EUR_HAB,HF121,Social health insurance schemes,5.42
199,IT,Italy,2013,EUR_HAB,HF121,Social health insurance schemes,5.65
200,IT,Italy,2014,EUR_HAB,HF121,Social health insurance schemes,5.82
201,IT,Italy,2015,EUR_HAB,HF121,Social health insurance schemes,5.69
202,IT,Italy,2016,EUR_HAB,HF121,Social health insurance schemes,4.44
203,IT,Italy,2017,EUR_HAB,HF121,Social health insurance schemes,4.33
204,IT,Italy,2018,EUR_HAB,HF121,Social health insurance schemes,3.96
205,IT,Italy,2019,EUR_HAB,HF121,Social health insurance schemes,4.3
206,IT,Italy,2020,EUR_HAB,HF121,Social health insurance schemes,4.19
207,IT,Italy,2021,EUR_HAB,HF121,Social health insurance schemes,4.52
208,IT,Italy,2022,EUR_HAB,HF121,Social health insurance schemes,5.12
209,IT,Italy,2023,EUR_HAB,HF121,Social health insurance schemes,5.36
210,LI,Liechtenstein,2013,EUR_HAB,HF121,Social health insurance schemes,3809.7
211,LI,Liechtenstein,2014,EUR_HAB,HF121,Social health insurance schemes,3884.85
212,LI,Liechtenstein,2015,EUR_HAB,HF121,Social health insurance schemes,4397.33
213,LI,Liechtenstein,2016,EUR_HAB,HF121,Social health insurance schemes,4371.65
214,LI,Liechtenstein,2017,EUR_HAB,HF121,Social health insurance schemes,4118.08
215,LI,Liechtenstein,2018,EUR_HAB,HF121,Social health insurance schemes,3832.03
216,LI,Liechtenstein,2019,EUR_HAB,HF121,Social health insurance schemes,4126.57
217,LI,Liechtenstein,2020,EUR_HAB,HF121,Social health insurance schemes,4338.67
218,LI,Liechtenstein,2021,EUR_HAB,HF121,Social health insurance schemes,4336.79
219,LI,Liechtenstein,2022,EUR_HAB,HF121,Social health insurance schemes,4873.87
220,LT,Lithuania,2014,EUR_HAB,HF121,Social health insurance schemes,443.22
221,LT,Lithuania,2015,EUR_HAB,HF121,Social health insurance schemes,476.05
222,LT,Lithuania,2016,EUR_HAB,HF121,Social health insurance schemes,512.22
223,LT,Lithuania,2017,EUR_HAB,HF121,Social health insurance schemes,549.52
224,LT,Lithuania,2018,EUR_HAB,HF121,Social health insurance schemes,617.86
225,LT,Lithuania,2019,EUR_HAB,HF121,Social health insurance schemes,707.63
226,LT,Lithuania,2020,EUR_HAB,HF121,Social health insurance schemes,793.0
227,LT,Lithuania,2021,EUR_HAB,HF121,Social health insurance schemes,883.56
228,LT,Lithuania,2022,EUR_HAB,HF121,Social health insurance schemes,990.04
229,LU,Luxembourg,2012,EUR_HAB,HF121,Social health insurance schemes,3666.11
230,LU,Luxembourg,2013,EUR_HAB,HF121,Social health insurance schemes,3749.43
231,LU,Luxembourg,2014,EUR_HAB,HF121,Social health insurance schemes,3849.66
232,LU,Luxembourg,2015,EUR_HAB,HF121,Social health insurance schemes,3821.32
233,LU,Luxembourg,2016,EUR_HAB,HF121,Social health insurance schemes,3863.46
234,LU,Luxembourg,2017,EUR_HAB,HF121,Social health insurance schemes,3967.71
235,LU,Luxembourg,2018,EUR_HAB,HF121,Social health insurance schemes,4162.35
236,LU,Luxembourg,2019,EUR_HAB,HF121,Social health insurance schemes,4418.27
237,LU,Luxembourg,2020,EUR_HAB,HF121,Social health insurance schemes,4659.49
238,LU,Luxembourg,2021,EUR_HAB,HF121,Social health insurance schemes,4937.49
239,LU,Luxembourg,2022,EUR_HAB,HF121,Social health insurance schemes,5185.29
240,LU,Luxembourg,2023,EUR_HAB,HF121,Social health insurance schemes,5504.27
241,LV,Latvia,2015,EUR_HAB,HF121,Social health insurance schemes,0.0
242,LV,Latvia,2016,EUR_HAB,HF121,Social health insurance schemes,0.0
243,LV,Latvia,2017,EUR_HAB,HF121,Social health insurance schemes,0.0
244,LV,Latvia,2018,EUR_HAB,HF121,Social health insurance schemes,0.0
245,LV,Latvia,2019,EUR_HAB,HF121,Social health insurance schemes,0.0
246,LV,Latvia,2021,EUR_HAB,HF121,Social health insurance schemes,0.0
247,LV,Latvia,2022,EUR_HAB,HF121,Social health insurance schemes,0.0
248,MD,Moldova,2022,EUR_HAB,HF121,Social health insurance schemes,235.53
249,MT,Malta,2014,EUR_HAB,HF121,Social health insurance schemes,0.0
250,MT,Malta,2015,EUR_HAB,HF121,Social health insurance schemes,0.0
251,MT,Malta,2016,EUR_HAB,HF121,Social health insurance schemes,0.0
252,MT,Malta,2018,EUR_HAB,HF121,Social health insurance schemes,0.0
253,MT,Malta,2019,EUR_HAB,HF121,Social health insurance schemes,0.0
254,MT,Malta,2020,EUR_HAB,HF121,Social health insurance schemes,0.0
255,MT,Malta,2021,EUR_HAB,HF121,Social health insurance schemes,0.0
256,MT,Malta,2022,EUR_HAB,HF121,Social health insurance schemes,0.0
257,NL,Netherlands,2012,EUR_HAB,HF121,Social health insurance schemes,1126.53
258,NL,Netherlands,2013,EUR_HAB,HF121,Social health insurance schemes,1102.92
259,NL,Netherlands,2014,EUR_HAB,HF121,Social health insurance schemes,1102.7
260,NL,Netherlands,2015,EUR_HAB,HF121,Social health insurance schemes,842.68
261,NL,Netherlands,2016,EUR_HAB,HF121,Social health insurance schemes,843.38
262,NL,Netherlands,2017,EUR_HAB,HF121,Social health insurance schemes,874.77
263,NL,Netherlands,2018,EUR_HAB,HF121,Social health insurance schemes,916.98
264,NL,Netherlands,2019,EUR_HAB,HF121,Social health insurance schemes,1022.84
265,NL,Netherlands,2020,EUR_HAB,HF121,Social health insurance schemes,1121.81
266,NL,Netherlands,2021,EUR_HAB,HF121,Social health insurance schemes,1201.67
267,NL,Netherlands,2022,EUR_HAB,HF121,Social health insurance schemes,1261.74
268,NO,Norway,2016,EUR_HAB,HF121,Social health insurance schemes,0.0
269,NO,Norway,2017,EUR_HAB,HF121,Social health insurance schemes,0.0
270,NO,Norway,2018,EUR_HAB,HF121,Social health insurance schemes,0.0
271,NO,Norway,2019,EUR_HAB,HF121,Social health insurance schemes,0.0
272,NO,Norway,2020,EUR_HAB,HF121,Social health insurance schemes,0.0
273,NO,Norway,2021,EUR_HAB,HF121,Social health insurance schemes,0.0
274,NO,Norway,2022,EUR_HAB,HF121,Social health insurance schemes,0.0
275,PL,Poland,2013,EUR_HAB,HF121,Social health insurance schemes,399.0
276,PL,Poland,2014,EUR_HAB,HF121,Social health insurance schemes,411.77
277,PL,Poland,2015,EUR_HAB,HF121,Social health insurance schemes,433.3
278,PL,Poland,2016,EUR_HAB,HF121,Social health insurance schemes,433.81
279,PL,Poland,2017,EUR_HAB,HF121,Social health insurance schemes,472.17
280,PL,Poland,2018,EUR_HAB,HF121,Social health insurance schemes,506.69
281,PL,Poland,2019,EUR_HAB,HF121,Social health insurance schemes,556.48
282,PL,Poland,2020,EUR_HAB,HF121,Social health insurance schemes,565.25
283,PL,Poland,2021,EUR_HAB,HF121,Social health insurance schemes,571.74
284,PL,Poland,2022,EUR_HAB,HF121,Social health insurance schemes,714.75
285,PL,Poland,2023,EUR_HAB,HF121,Social health insurance schemes,1011.4
286,PT,Portugal,2012,EUR_HAB,HF121,Social health insurance schemes,32.97
287,PT,Portugal,2013,EUR_HAB,HF121,Social health insurance schemes,33.3
288,PT,Portugal,2014,EUR_HAB,HF121,Social health insurance schemes,35.96
289,PT,Portugal,2015,EUR_HAB,HF121,Social health insurance schemes,37.39
290,PT,Portugal,2016,EUR_HAB,HF121,Social health insurance schemes,39.92
291,PT,Portugal,2017,EUR_HAB,HF121,Social health insurance schemes,42.23
292,PT,Portugal,2018,EUR_HAB,HF121,Social health insurance schemes,44.49
293,PT,Portugal,2019,EUR_HAB,HF121,Social health insurance schemes,46.56
294,PT,Portugal,2020,EUR_HAB,HF121,Social health insurance schemes,48.64
295,PT,Portugal,2021,EUR_HAB,HF121,Social health insurance schemes,51.89
296,PT,Portugal,2022,EUR_HAB,HF121,Social health insurance schemes,57.72
297,PT,Portugal,2023,EUR_HAB,HF121,Social health insurance schemes,65.14
298,RO,Romania,2012,EUR_HAB,HF121,Social health insurance schemes,209.66
299,RO,Romania,2013,EUR_HAB,HF121,Social health insurance schemes,248.16
300,RO,Romania,2014,EUR_HAB,HF121,Social health insurance schemes,250.07
301,RO,Romania,2015,EUR_HAB,HF121,Social health insurance schemes,257.97
302,RO,Romania,2016,EUR_HAB,HF121,Social health insurance schemes,281.73
303,RO,Romania,2017,EUR_HAB,HF121,Social health insurance schemes,311.88
304,RO,Romania,2018,EUR_HAB,HF121,Social health insurance schemes,371.93
305,RO,Romania,2019,EUR_HAB,HF121,Social health insurance schemes,429.87
306,RO,Romania,2020,EUR_HAB,HF121,Social health insurance schemes,446.98
307,RO,Romania,2021,EUR_HAB,HF121,Social health insurance schemes,491.41
308,RO,Romania,2022,EUR_HAB,HF121,Social health insurance schemes,523.77
309,RS,Serbia,2021,EUR_HAB,HF121,Social health insurance schemes,486.42
310,RS,Serbia,2022,EUR_HAB,HF121,Social health insurance schemes,533.28
311,SE,Sweden,2012,EUR_HAB,HF121,Social health insurance schemes,0.0
312,SE,Sweden,2013,EUR_HAB,HF121,Social health insurance schemes,0.0
313,SE,Sweden,2014,EUR_HAB,HF121,Social health insurance schemes,0.0
314,SE,Sweden,2015,EUR_HAB,HF121,Social health insurance schemes,0.0
315,SE,Sweden,2016,EUR_HAB,HF121,Social health insurance schemes,0.0
316,SE,Sweden,2017,EUR_HAB,HF121,Social health insurance schemes,0.0
317,SE,Sweden,2018,EUR_HAB,HF121,Social health insurance schemes,0.0
318,SE,Sweden,2019,EUR_HAB,HF121,Social health insurance schemes,0.0
319,SE,Sweden,2020,EUR_HAB,HF121,Social health insurance schemes,0.0
320,SE,Sweden,2021,EUR_HAB,HF121,Social health insurance schemes,0.0
321,SE,Sweden,2022,EUR_HAB,HF121,Social health insurance schemes,0.0
322,SI,Slovenia,2018,EUR_HAB,HF121,Social health insurance schemes,1271.29
323,SI,Slovenia,2019,EUR_HAB,HF121,Social health insurance schemes,1354.56
324,SI,Slovenia,2020,EUR_HAB,HF121,Social health insurance schemes,1351.6
325,SI,Slovenia,2021,EUR_HAB,HF121,Social health insurance schemes,1433.65
326,SI,Slovenia,2022,EUR_HAB,HF121,Social health insurance schemes,1638.08
327,SI,Slovenia,2023,EUR_HAB,HF121,Social health insurance schemes,1808.79
328,SK,Slovakia,2016,EUR_HAB,HF121,Social health insurance schemes,810.53
329,SK,Slovakia,2017,EUR_HAB,HF121,Social health insurance schemes,815.39
330,SK,Slovakia,2018,EUR_HAB,HF121,Social health insurance schemes,856.15
331,SK,Slovakia,2019,EUR_HAB,HF121,Social health insurance schemes,926.89
332,SK,Slovakia,2020,EUR_HAB,HF121,Social health insurance schemes,923.92
333,SK,Slovakia,2021,EUR_HAB,HF121,Social health insurance schemes,1003.38
334,SK,Slovakia,2022,EUR_HAB,HF121,Social health insurance schemes,1087.36
335,UK,United Kingdom,2013,EUR_HAB,HF121,Social health insurance schemes,0.0
336,UK,United Kingdom,2014,EUR_HAB,HF121,Social health insurance schemes,0.0
337,UK,United Kingdom,2015,EUR_HAB,HF121,Social health insurance schemes,0.0
338,UK,United Kingdom,2016,EUR_HAB,HF121,Social health insurance schemes,0.0
339,UK,United Kingdom,2017,EUR_HAB,HF121,Social health insurance schemes,0.0
340,UK,United Kingdom,2018,EUR_HAB,HF121,Social health insurance schemes,0.0
341,UK,United Kingdom,2019,EUR_HAB,HF121,Social health insurance schemes,0.0
342,BA,Bosnia and Herzegovina,2013,EUR_HAB,HF122,Compulsory private insurance scheme,0.0
343,BA,Bosnia and Herzegovina,2014,EUR_HAB,HF122,Compulsory private insurance scheme,0.0
344,BA,Bosnia and Herzegovina,2015,EUR_HAB,HF122,Compulsory private insurance scheme,0.0
345,BA,Bosnia and Herzegovina,2016,EUR_HAB,HF122,Compulsory private insurance scheme,0.0
346,BA,Bosnia and Herzegovina,2017,EUR_HAB,HF122,Compulsory private insurance scheme,0.0
347,BA,Bosnia and Herzegovina,2018,EUR_HAB,HF122,Compulsory private insurance scheme,0.0
348,BA,Bosnia and Herzegovina,2022,EUR_HAB,HF122,Compulsory private insurance scheme,0.0
349,BE,Belgium,2012,EUR_HAB,HF122,Compulsory private insurance scheme,1.72
